Date,Open,High,Low,Close,Adj Close,Volume
2020-01-27,141.649994,143.360001,141.050003,142.139999,142.139999,3895300
2020-01-28,142.130005,142.919998,141.759995,142.440002,142.440002,2908300
2020-01-29,142.000000,142.449997,141.169998,141.729996,141.729996,3263200
2020-01-30,142.320007,143.960007,141.520004,143.830002,143.830002,4058500
2020-01-31,143.809998,144.649994,141.570007,142.020004,142.020004,4753100
2020-02-03,142.770004,143.070007,141.839996,142.509995,142.509995,3977800
2020-02-04,143.199997,144.059998,142.100006,143.220001,143.220001,3494300
2020-02-05,143.679993,144.589996,143.429993,144.300003,144.300003,3504900
2020-02-06,144.639999,145.300003,144.070007,144.330002,144.330002,3571400
2020-02-07,144.259995,145.720001,143.830002,145.369995,145.369995,3138500
2020-02-10,145.929993,146.419998,145.130005,145.660004,145.660004,3775600
2020-02-11,146.210007,146.360001,144.869995,146.080002,146.080002,3870500
2020-02-12,146.679993,146.740005,145.350006,146.080002,146.080002,4217400
2020-02-13,145.250000,147.130005,143.520004,146.470001,146.470001,5041400
2020-02-14,146.570007,147.149994,145.940002,146.990005,146.990005,3555600
2020-02-18,147.110001,147.199997,145.399994,145.600006,145.600006,4938700
2020-02-19,145.619995,146.479996,145.490005,145.529999,145.529999,2978800
2020-02-20,145.770004,145.800003,143.949997,145.160004,145.160004,2805900
2020-02-21,145.059998,145.919998,144.809998,145.850006,145.850006,4271800
2020-02-24,145.860001,147.149994,142.559998,142.639999,142.639999,5027700
2020-02-25,142.589996,144.380005,140.570007,141.100006,141.100006,7585800
2020-02-26,142.440002,143.750000,141.160004,141.979996,141.979996,6157200
2020-02-27,141.410004,143.139999,136.309998,136.369995,136.369995,8605000
2020-02-28,133.240005,133.750000,128.350006,132.029999,132.029999,14170000
2020-03-02,132.000000,137.770004,131.720001,137.580002,137.580002,8503700
2020-03-03,137.190002,139.669998,134.750000,136.601105,136.601105,5389865
